bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info,ex_province,ex_city,ex_district,ex_wind_power,ex_conditions,ex_rain_amount
2018-08-05 07:31:27,115.91116799999999,28.667238,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:32:02,115.91021599999999,28.667126,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:33:26,115.90928000000001,28.66726,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:33:29,115.909221,28.667193,急变道,"方向角变化数为：32,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:38:50,115.89130800000001,28.663821000000002,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:39:12,115.890398,28.663242999999998,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:39:19,115.89028300000001,28.663188,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:39:53,115.88855500000001,28.662626,急变道,"方向角变化数为：36,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:40:40,115.888116,28.662728,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:40:43,115.88798,28.662715999999996,急变道,"方向角变化数为：39,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:40:44,115.887941,28.662728,急变道,"方向角变化数为：43,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:41:30,115.88444299999999,28.663153,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:41:33,115.884431,28.663163,急变道,"方向角变化数为：53,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:41:58,115.88443799999999,28.66315,急变道,"方向角变化数为：57,超过30",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:41:59,115.88440600000001,28.663156,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:43:26,115.879506,28.663578,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:44:16,115.875206,28.664379999999998,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:45:18,115.875133,28.664376,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,西湖,1-2级,雷阵雨转多云,
2018-08-05 07:57:06,115.807448,28.633522999999997,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 07:58:55,115.80731499999999,28.633596,急加速,"加速度达到3.89m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 07:59:57,115.80494499999999,28.62965800000001,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:00:43,115.804896,28.629565999999997,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:01:41,115.803083,28.625018,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:01:51,115.80299,28.624901,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:02:02,115.802783,28.624456,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:04:27,115.79923000000001,28.616590999999996,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:05:20,115.799178,28.616511,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:09:07,115.780045,28.588595,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:09:58,115.779978,28.588551000000002,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:10:46,115.78240600000001,28.586788000000002,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:10:59,115.78258600000001,28.586717999999998,急变道,"方向角变化数为：44,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:11:16,115.78276299999999,28.586904999999998,急变道,"方向角变化数为：34,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:11:23,115.782701,28.587021000000004,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:11:39,115.78301499999999,28.58741,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:11:39,115.78301499999999,28.58741,急变道,"方向角变化数为：31,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:11:41,115.78305,28.58738,超长怠速,"超长怠速时长为971秒,超过120秒",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:12:31,115.782996,28.587390999999997,急变道,"方向角变化数为：123,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:12:43,115.782946,28.587406,急变道,"方向角变化数为：144,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:18:52,115.78295800000001,28.587401,怠速预热,"怠速预热时长为540秒,超过120秒",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:18:52,115.78295800000001,28.587401,疲劳驾驶,"疲劳驾驶时长为17230秒,超过14400秒",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:27:50,115.782968,28.587406,急变道,"方向角变化数为：173,超过30",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:27:52,115.782925,28.587435,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:27:52,115.782925,28.587435,长时间低速行驶,"长时间低速行驶时长为70秒,超过60秒",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:29:02,115.780165,28.588191,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:29:45,115.78009499999999,28.588217999999998,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:33:48,115.76021999999999,28.570828000000002,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 08:34:11,115.760101,28.570853000000003,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,南昌,新建,1-2级,雷阵雨转多云,
2018-08-05 09:18:13,116.18285300000001,28.267031,超速,"速度达到101km/h,超过100km/h",江西,南昌,进贤,1-2级,多云转雷阵雨,
2018-08-05 09:18:14,116.182961,28.26679600000001,超速,"速度达到101km/h,超过100km/h",江西,南昌,进贤,1-2级,多云转雷阵雨,
2018-08-05 10:00:01,116.25806499999999,27.78962000000001,急变道,"方向角变化数为：65,超过30",江西,抚州,崇仁,1-2级,雷阵雨转多云,
2018-08-05 10:17:05,116.17896599999999,27.587809999999998,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:17:07,116.178991,27.587763,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:17:48,116.181261,27.58404,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:18:32,116.181375,27.583990000000004,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:25:00,116.234785,27.571009999999998,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:25:53,116.234773,27.570918,急加速,"加速度达到3.61m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:27:18,116.232978,27.561798,长时间低速行驶,"长时间低速行驶时长为63秒,超过60秒",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:28:21,116.229248,27.561313000000002,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:28:21,116.229248,27.561313000000002,超长怠速,"超长怠速时长为178秒,超过120秒",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:31:14,116.22916799999999,27.561288,急变道,"方向角变化数为：51,超过30",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:31:19,116.22906299999998,27.561204999999998,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:31:29,116.22878,27.561008,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:31:58,116.22887,27.56097,急变道,"方向角变化数为：70,超过30",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:32:00,116.228923,27.560953,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:35:02,116.23462099999999,27.570055,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:35:10,116.23465,27.570176,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:37:46,116.222181,27.577265999999998,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:37:46,116.222181,27.577265999999998,超长怠速,"超长怠速时长为367秒,超过120秒",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:43:53,116.22200600000001,27.57719,急加速,"加速度达到3.33m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:49:05,116.183305,27.58271,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:49:25,116.181595,27.583868,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:49:52,116.181546,27.58390300000001,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:50:44,116.179111,27.587647999999998,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 10:50:46,116.179093,27.58773,急加速,"加速度达到5.28m/s^2,超过3m/s^2",江西,抚州,宜黄,1-2级,雷阵雨转多云,
2018-08-05 11:03:11,116.225753,27.740371000000003,超速,"速度达到101km/h,超过100km/h",江西,抚州,崇仁,1-2级,雷阵雨转多云,
2018-08-05 11:04:34,116.228003,27.760131,超速,"速度达到102km/h,超过100km/h",江西,抚州,崇仁,1-2级,雷阵雨转多云,
2018-08-05 11:12:15,116.313903,27.835703000000002,急加速,"加速度达到3.06m/s^2,超过3m/s^2",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:14:02,116.339603,27.847793,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:14:03,116.339875,27.847878,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:14:04,116.34014599999999,27.847963,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:20,116.361571,27.893181,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:21,116.361383,27.89337,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:22,116.361193,27.893559999999997,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:23,116.361005,27.89375,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:56,116.35528500000001,27.899960999999998,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:20:57,116.355125,27.90017000000001,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:21:36,116.350035,27.908555,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:21:37,116.349926,27.908784999999998,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:21:38,116.349823,27.909015999999998,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:21:39,116.34971999999999,27.909247999999998,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:26:29,116.31561799999999,27.971161,超速,"速度达到101km/h,超过100km/h",江西,抚州,临川,1-2级,雷阵雨转多云,
2018-08-05 11:32:37,116.277398,28.49945,超速,"速度达到101km/h,超过100km/h",江西,南昌,进贤,1-2级,多云转雷阵雨,
2018-08-05 11:32:50,116.275543,28.52688,超速,"速度达到101km/h,超过100km/h",江西,南昌,进贤,1-2级,多云转雷阵雨,
2018-08-05 11:33:35,116.27146100000002,28.629959999999997,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:47,116.270983,28.65966,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:48,116.270953,28.662129999999998,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:49,116.270926,28.664609999999996,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:50,116.270903,28.6671,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:51,116.270881,28.6696,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:52,116.27086499999999,28.672109999999996,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:33:53,116.270845,28.674609999999998,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:04,116.270746,28.70185,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:38,116.270876,28.78593,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:39,116.270878,28.78848,超速,"速度达到101km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:40,116.27088,28.79105,超速,"速度达到102km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:41,116.270881,28.793609999999997,超速,"速度达到102km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:42,116.270885,28.79618,超速,"速度达到102km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:43,116.27089,28.79873,超速,"速度达到102km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:44,116.270895,28.801309999999997,超速,"速度达到102km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
2018-08-05 11:34:45,116.2709,28.80388,超速,"速度达到103km/h,超过100km/h",江西,南昌,南昌,1-2级,雷阵雨转多云,
